"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2022-10-05","73","-1.72","6.51","Ohtani, Shohei",643393,660271,,"ball",,,,,12,"Tony Kemp lines out to left fielder Jo Adell.","R","L","R","OAK","LAA","B",,,0,0,2022,"0.73","-0.85","0.99","2.88",,,,0,4,"Bot",,,,,545358,,,4.234947561798797,-106.20101965012528,1.5489426099067982,4.76006524067927,18.412897699747734,-39.066805249478826,"3.28","1.52",,,,"73.3",2263,"6.5",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.97",,,,,,,,25,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",44,"0","0.033"
"ST","2022-10-05","82.3","-2.67","5.61","Ohtani, Shohei",669397,660271,"field_out","hit_into_play",,,,,4,"Nick Allen pops out to second baseman David Fletcher.","R","R","R","OAK","LAA","X",4,"popup",1,0,2022,"1.04","0.66","-0.38","2.07",,,,2,3,"Bot",134.45,167.42,,,545358,,,3.20797980958534,-119.82738353225163,-2.8109165394937357,9.339322585004114,23.506947868850133,-25.5049068702207,"3.01","1.42",85,"76.8",72,"83",2466,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.76",0.003,0.003,"0",1,0,0,3,21,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",65,"-0.012","-0.114"
"SI","2022-10-05","95","-2.2","5.85","Ohtani, Shohei",669397,660271,,"ball",,,,,14,"Nick Allen pops out to second baseman David Fletcher.","R","R","R","OAK","LAA","B",,,0,0,2022,"-1.35","0.45","1.51","1.5",,,,2,3,"Bot",,,,,545358,,,12.815231988299438,-137.70027001198451,-6.790215429544377,-19.929130151850117,28.1161657031337,-25.1084117617036,"3.1","1.42",,,,"95.9",1987,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.67",,,,,,,,21,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0","0.015"
"ST","2022-10-05","87.5","-2.54","5.63","Ohtani, Shohei",660650,660271,"strikeout","swinging_strike",,,,,6,"Dermis Garcia strikes out swinging.","R","R","R","OAK","LAA","S",2,,0,2,2022,"1.12","0.66","0.8","2.97",,,,1,3,"Bot",,,,,545358,,,5.772171402537899,-127.37815996778347,-1.6397250995234112,10.946552981854387,26.794435786682048,-24.847005276387666,"3.67","1.84",,,,"87.9",2517,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.91",,,"0",1,0,0,,20,3,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",62,"-0.017","-0.1"
"FF","2022-10-05","97.7","-2.06","5.96","Ohtani, Shohei",660650,660271,,"called_strike",,,,,9,"Dermis Garcia strikes out swinging.","R","R","R","OAK","LAA","S",,,0,1,2022,"-0.6","1.27","0.58","2.34",,,,1,3,"Bot",,,,,545358,,,8.558418774032823,-141.90047193590777,-7.261659861307089,-10.074270985355188,31.820630811454027,-13.464162429324565,"3.72","1.74",,,,"98.6",2045,"6.9",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.63",,,,,,,,20,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0","-0.031"
"ST","2022-10-05","85.6","-2.57","5.62","Ohtani, Shohei",660650,660271,,"swinging_strike",,,,,2,"Dermis Garcia strikes out swinging.","R","R","R","OAK","LAA","S",,,0,0,2022,"1.18","0.74","-0.27","3.63",,,,1,3,"Bot",,,,,545358,,,3.0612333039017576,-124.67193517408501,0.07883029091159854,11.730390063063611,24.741059905853866,-24.664165368051062,"3.67","1.84",,,,"86.6",2543,"6.9",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.64",,,,,,,,20,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",65,"0","-0.024"
"ST","2022-10-05","85.2","-2.57","5.75","Ohtani, Shohei",668843,660271,"strikeout","swinging_strike",,,,,4,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","S",2,,3,2,2022,"1.08","0.57","-0.77","2.68",,,,0,3,"Bot",,,,,545358,,,2.0809901007998652,-124.1572827708724,-2.0818984623243906,10.809095118353122,24.799414039716936,-26.07434300799303,"3.36","1.67",,,,"86",2478,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.76",,,"0",1,0,0,,19,7,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",66,"-0.025","-0.299"
"ST","2022-10-05","86.4","-2.62","5.7","Ohtani, Shohei",668843,660271,,"foul",,,,,5,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","S",,,3,2,2022,"1.06","0.35","-0.09","2.69",,,,0,3,"Bot",,,,,545358,,,3.8704401723056705,-125.78930885027596,-1.6203730119551243,10.290311882203268,28.722754824736267,-28.3475420536684,"3.36","1.67",177,"71.1",66,"86.7",2473,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.73",,,,,,,,19,6,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",65,"0","0"
"ST","2022-10-05","82.3","-2.53","5.75","Ohtani, Shohei",668843,660271,,"called_strike",,,,,1,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","S",,,3,1,2022,"1.06","0.33","-0.43","3.04",,,,0,3,"Bot",,,,,545358,,,2.7326051402671507,-119.79018066879965,-0.2163464703777992,9.626434849782422,24.707808429754373,-29.22491048823749,"3.21","1.45",,,,"82.8",2352,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.75",,,,,,,,19,5,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",65,"0","-0.076"
"ST","2022-10-05","84.2","-2.62","5.78","Ohtani, Shohei",668843,660271,,"ball",,,,,11,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","B",,,2,1,2022,"0.81","0.49","-1.29","2.56",,,,0,3,"Bot",,,,,545358,,,1.5032373322215513,-122.60158020238913,-2.0165034619703053,7.7743380412805045,26.711775655778776,-27.02810822470206,"3.23","1.51",,,,"84.3",2266,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.94",,,,,,,,19,4,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",73,"0","0.114"
"FC","2022-10-05","87.4","-2.27","5.92","Ohtani, Shohei",668843,660271,,"swinging_strike",,,,,5,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","S",,,2,0,2022,"0.22","0.66","0.18","2.55",,,,0,3,"Bot",,,,,545358,,,5.483103479796298,-127.21192963500663,-3.3593551070570555,1.2212285473793445,26.01274159267584,-24.485207171455205,"3.36","1.67",,,,"87.9",2207,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.91",,,,,,,,19,3,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",188,"0","-0.056"
"ST","2022-10-05","79.9","-2.51","5.93","Ohtani, Shohei",668843,660271,,"ball",,,,,11,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","B",,,1,0,2022,"0.89","0.34","-1.05","3.03",,,,0,3,"Bot",,,,,545358,,,1.5410897395052616,-116.31786740490573,-0.25695067611290134,7.697588197276514,23.045930791319282,-29.30656028656035,"3.23","1.45",,,,"80.3",2170,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.81",,,,,,,,19,2,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",67,"0","0.063"
"ST","2022-10-05","81.8","-2.37","5.96","Ohtani, Shohei",668843,660271,,"ball",,,,,11,"Conner Capel strikes out swinging.","R","L","R","OAK","LAA","B",,,0,0,2022,"1.15","0.49","-1.4","3.89",,,,0,3,"Bot",,,,,545358,,,-0.030991741524652228,-119.072981002408,1.0253756815745478,10.827515065040679,25.52422385494086,-28.058339470066283,"3.23","1.53",,,,"81.7",2172,"6.4",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"54.05",,,,,,,,19,1,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",73,"0","0.033"
"ST","2022-10-05","86.5","-2.59","5.6","Ohtani, Shohei",640461,660271,"strikeout","swinging_strike",,,,,11,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","S",2,,2,2,2022,"1.15","0.53","-0.25","3.89",,,,2,2,"Bot",,,,,545358,,,3.2586073527935486,-126.04288619485874,1.0370351289703925,11.649395915073375,25.011192902441692,-26.882158963458732,"3.4","1.61",,,,"87.4",2451,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.79",,,"0",1,0,0,,14,6,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",69,"-0.011","-0.083"
"SL","2022-10-05","87.3","-2.08","6.18","Ohtani, Shohei",640461,660271,,"foul",,,,,13,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","S",,,2,2,2022,"0.42","-0.63","-0.04","1.25",,,,2,2,"Bot",,,,,545358,,,4.083581248973149,-127.09647323444216,-4.423445459608866,3.670411391836952,26.7875107459282,-38.25744084747133,"3.4","1.61",1,"66.5",-42,"87.8",2432,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.87",,,,,,,,14,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",84,"0","0"
"ST","2022-10-05","88.8","-2.57","5.62","Ohtani, Shohei",640461,660271,,"ball",,,,,14,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","B",,,1,2,2022,"0.84","0.36","1.85","1.18",,,,2,2,"Bot",,,,,545358,,,9.12445530666939,-129.0855903959662,-5.645558038273689,7.739395412642084,24.865426887524983,-27.232892389001286,"3.66","1.69",,,,"89.8",2543,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.72",,,,,,,,14,4,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",60,"0","0.014"
"SI","2022-10-05","96.7","-2.4","5.76","Ohtani, Shohei",640461,660271,,"called_strike",,,,,7,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","S",,,1,1,2022,"-1.12","0.29","-0.31","1.78",,,,2,2,"Bot",,,,,545358,,,8.183420258589754,-140.55686076253622,-5.813414694152269,-16.609370395370618,29.263878319687773,-27.189274933541192,"3.6","1.69",,,,"97.8",2004,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.7",,,,,,,,14,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",190,"0","-0.023"
"ST","2022-10-05","84.7","-2.59","5.73","Ohtani, Shohei",640461,660271,,"swinging_strike",,,,,2,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","S",,,1,0,2022,"1.12","0.42","0.02","2.93",,,,2,2,"Bot",,,,,545358,,,3.9024751476608026,-123.41386580742484,-1.0873825585807375,10.730394283875187,23.15891383119375,-27.904293157654635,"3.4","1.61",,,,"85.8",2442,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.71",,,,,,,,14,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",65,"0","-0.021"
"ST","2022-10-05","84.7","-2.51","5.76","Ohtani, Shohei",640461,660271,,"ball",,,,,14,"Chad Pinder strikes out swinging.","R","R","R","OAK","LAA","B",,,0,0,2022,"1.05","0.32","0.55","1.1",,,,2,2,"Bot",,,,,545358,,,5.096229710961996,-123.2832698331328,-5.224341751527562,9.732377689077307,24.605729821666742,-28.020917466996565,"3.46","1.53",,,,"85.4",2361,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.74",,,,,,,,14,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",62,"0","0.015"
"FF","2022-10-05","98","-2.1","5.9","Ohtani, Shohei",519390,660271,"field_out","hit_into_play",,,,,9,"Stephen Vogt grounds out, shortstop Livan Soto to first baseman Matt Duffy.","R","L","R","OAK","LAA","X",6,"ground_ball",2,2,2022,"-0.63","1.12","0.28","1.4",,,,1,2,"Bot",141.05,155.21,,,545358,,,7.968990338180031,-142.3141028329581,-9.365325658308095,-10.367243839643514,31.61908314004639,-14.901726273597374,"3.14","1.5",3,"90",-27,"99",2099,"6.9",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.6",0.069,0.062,"0",1,0,0,2,13,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"-0.016","-0.134"
"ST","2022-10-05","84","-2.59","5.78","Ohtani, Shohei",519390,660271,,"foul",,,,,4,"Stephen Vogt grounds out, shortstop Livan Soto to first baseman Matt Duffy.","R","L","R","OAK","LAA","S",,,2,1,2022,"1.11","0.36","-0.77","2.29",,,,1,2,"Bot",,,,,545358,,,2.037532146152517,-122.35244267395555,-2.4069662730460504,10.7047762805542,24.985941449206326,-28.260844447100844,"3.14","1.5",178,"70.1",22,"84.6",2413,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.82",,,,,,,,13,4,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",68,"0","-0.046"
"ST","2022-10-05","82.6","-2.61","5.83","Ohtani, Shohei",519390,660271,,"ball",,,,,13,"Stephen Vogt grounds out, shortstop Livan Soto to first baseman Matt Duffy.","R","L","R","OAK","LAA","B",,,1,1,2022,"1.33","0.5","-1.79","2.24",,,,1,2,"Bot",,,,,545358,,,-0.7244195868094604,-120.39205928981728,-2.698691000241895,13.06138672913406,22.78974050902579,-26.997821280637574,"3.07","1.57",,,,"83.3",2441,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.86",,,,,,,,13,3,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",66,"0","0.033"
"SI","2022-10-05","97.9","-2.52","5.74","Ohtani, Shohei",519390,660271,,"ball",,,,,13,"Stephen Vogt grounds out, shortstop Livan Soto to first baseman Matt Duffy.","R","L","R","OAK","LAA","B",,,0,1,2022,"-1.13","0.67","-1.3","1.92",,,,1,2,"Bot",,,,,545358,,,5.963332009860849,-142.4639887758898,-6.503471407934124,-16.68041884433504,29.522190443245417,-21.747357895458304,"3.17","1.55",,,,"99.3",1856,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.66",,,,,,,,13,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",224,"0","0.016"
"ST","2022-10-05","82.6","-2.44","5.88","Ohtani, Shohei",519390,660271,,"called_strike",,,,,8,"Stephen Vogt grounds out, shortstop Livan Soto to first baseman Matt Duffy.","R","L","R","OAK","LAA","S",,,0,0,2022,"1.21","0.46","0","1.77",,,,1,2,"Bot",,,,,545358,,,3.2385672525746525,-120.29020460982613,-3.8119953597719096,11.160564227148086,23.111406120101805,-27.175348155600116,"3.01","1.41",,,,"83.5",2302,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.7",,,,,,,,13,1,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",70,"0","-0.024"
"SI","2022-10-05","92.8","-2.23","6.02","Ohtani, Shohei",672478,660271,"field_out","hit_into_play",,,,,4,"Jordan Diaz grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","R","R","OAK","LAA","X",5,"ground_ball",0,0,2022,"-1.39","0.76","-0.28","2.55",,,,0,2,"Bot",109.08,172.5,,,545358,,,8.068241258952723,-134.88968012066243,-4.763481272523038,-18.676106468966918,29.01229599069032,-22.07355110525147,"3.3","1.5",8,"98.1",-17,"93.5",1841,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.78",0.154,0.144,"0",1,0,0,2,12,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",209,"-0.023","-0.221"
"SI","2022-10-05","97.4","-2.34","5.85","Ohtani, Shohei",664913,660271,"field_out","hit_into_play",,,,,5,"Seth Brown grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","L","R","OAK","LAA","X",5,"ground_ball",2,2,2022,"-1.07","0.45","-0.05","2.57",,,,2,1,"Bot",112.63,158.77,,,545358,,,8.697818739509307,-141.72020172568915,-4.409086279181903,-16.29898257848211,29.40438773141518,-25.30168962046208,"3.51","1.73",3,"92.3",-42,"98.7",1966,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.68",0.077,0.069,"0",1,0,0,2,8,5,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",239,"-0.01","-0.083"
"ST","2022-10-05","83.9","-2.61","5.76","Ohtani, Shohei",664913,660271,,"foul",,,,,4,"Seth Brown grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","L","R","OAK","LAA","S",,,2,1,2022,"1.19","0.46","-0.33","2.69",,,,2,1,"Bot",,,,,545358,,,2.9447233318309953,-122.10336876293606,-1.562429318118289,11.193716581074456,25.999919224494466,-27.473786853472575,"3.51","1.73",310,"89.2",36,"84.4",2445,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.7",,,,,,,,8,4,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",63,"0","-0.031"
"ST","2022-10-05","83.6","-2.48","5.79","Ohtani, Shohei",664913,660271,,"foul",,,,,5,"Seth Brown grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","L","R","OAK","LAA","S",,,2,0,2022,"0.9","0.6","-0.2","2.87",,,,2,1,"Bot",,,,,545358,,,3.5052424036181824,-121.70607564829467,-1.4603643533260473,8.186520133285136,25.44148757632382,-26.20644683113888,"3.51","1.73",7,"34.5",-20,"84.2",2447,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.71",,,,,,,,8,3,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",65,"0","-0.023"
"SI","2022-10-05","97.3","-2.34","5.86","Ohtani, Shohei",664913,660271,,"ball",,,,,11,"Seth Brown grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","L","R","OAK","LAA","B",,,1,0,2022,"-1.57","0.5","-1.65","2.94",,,,2,1,"Bot",,,,,545358,,,5.4907156973442435,-141.5218204549005,-3.487826754053489,-22.387103391125898,32.730404426266155,-24.81698429815031,"3.54","1.71",,,,"97.8",1928,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.85",,,,,,,,8,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",221,"0","0.023"
"CU","2022-10-05","73.2","-1.8","6.4","Ohtani, Shohei",664913,660271,,"ball",,,,,14,"Seth Brown grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","L","R","OAK","LAA","B",,,0,0,2022,"0.81","-1.23","2.02","0.87",,,,2,1,"Bot",,,,,545358,,,6.345035953097685,-106.27533918786254,-1.4910352063785528,4.7190657216082235,22.471996715015795,-41.25795418728637,"3.5","1.67",,,,"72.9",2330,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.78",,,,,,,,8,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",33,"0","0.015"
"SL","2022-10-05","82.9","-1.8","6.38","Ohtani, Shohei",669221,660271,"field_out","hit_into_play",,,,,9,"Sean Murphy flies out to center fielder Mike Trout.","R","R","R","OAK","LAA","X",8,"fly_ball",1,2,2022,"0.4","-0.57","0.66","2.08",,,,1,1,"Bot",107.46,91.33,,,545358,,,4.873663584723542,-120.84910075573926,-2.351104679586576,3.1356421085441153,19.990171206055635,-37.59767048412846,"3.51","1.7",273,"80.8",39,"84.1",2418,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.87",0.02,0.018,"0",1,0,0,3,7,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",51,"-0.016","-0.112"
"SI","2022-10-05","97.1","-2.27","5.8","Ohtani, Shohei",669221,660271,,"called_strike",,,,,8,"Sean Murphy flies out to center fielder Mike Trout.","R","R","R","OAK","LAA","S",,,1,1,2022,"-1.16","0.38","-0.27","1.8",,,,1,1,"Bot",,,,,545358,,,8.109834451747322,-141.14645993821517,-6.1570794095786985,-17.342135416963018,28.719006996611235,-25.924756117156104,"3.5","1.61",,,,"98.6",2007,"7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.54",,,,,,,,7,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0","-0.036"
"FC","2022-10-05","91.3","-2.57","5.72","Ohtani, Shohei",669221,660271,,"ball",,,,,14,"Sean Murphy flies out to center fielder Mike Trout.","R","R","R","OAK","LAA","B",,,0,1,2022,"0.16","0.29","0.94","1.74",,,,1,1,"Bot",,,,,545358,,,8.557766875299052,-132.92358923489104,-4.907058193782911,0.48103237545842176,22.167646703547938,-27.984341068312,"3.5","1.61",,,,"92.9",2403,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.8",,,,,,,,7,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",150,"0","0.016"
"FC","2022-10-05","89.5","-2.39","5.76","Ohtani, Shohei",669221,660271,,"swinging_strike",,,,,14,"Sean Murphy flies out to center fielder Mike Trout.","R","R","R","OAK","LAA","S",,,0,0,2022,"0.21","0.34","1.17","2.11",,,,1,1,"Bot",,,,,545358,,,8.394766280150431,-130.2189940239458,-3.8729795546787296,1.0625983042966214,21.47654211764267,-27.70024717464988,"3.51","1.7",,,,"91",2425,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.77",,,,,,,,7,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",117,"0","-0.024"
"ST","2022-10-05","85.1","-2.68","5.72","Ohtani, Shohei",643393,660271,"strikeout","called_strike",,,,,7,"Tony Kemp called out on strikes.","R","L","R","OAK","LAA","S",2,,2,2,2022,"0.79","0.73","-0.32","1.53",,,,0,1,"Bot",,,,,545358,,,3.986483796510317,-123.98388367151327,-5.127487228406928,7.565095785170258,20.629779417680318,-23.863917427315826,"3.35","1.57",,,,"86.3",2365,"6.6",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.85",,,"0",1,0,0,,6,5,"Sweeper",0,0,0,0,0,0,0,0,"Infield shift","Standard",67,"-0.021","-0.195"
"SL","2022-10-05","86.9","-1.99","6.26","Ohtani, Shohei",643393,660271,,"ball",,,,,14,"Tony Kemp called out on strikes.","R","L","R","OAK","LAA","B",,,1,2,2022,"0.44","-0.27","0.36","0.59",,,,0,1,"Bot",,,,,545358,,,4.7499444053556745,-126.37005609142336,-6.9068421191368135,3.810802576361533,24.93120621868138,-33.85374074998177,"3.4","1.63",,,,"87.6",2343,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.78",,,,,,,,6,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",101,"0","0.037"
"FS","2022-10-05","86","-1.77","6.26","Ohtani, Shohei",643393,660271,,"ball",,,,,14,"Tony Kemp called out on strikes.","R","L","R","OAK","LAA","B",,,0,2,2022,"-0.31","-0.02","1.52","0.46",,,,0,1,"Bot",,,,,545358,,,8.478940700082791,-124.81881995412638,-7.47453885125679,-4.905527238524328,24.740134413257394,-31.075348641968283,"3.37","1.55",,,,"86.7",1179,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.68",,,,,,,,6,3,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shift","Standard",258,"0","0.017"
"SI","2022-10-05","96.9","-2.32","5.84","Ohtani, Shohei",643393,660271,,"foul",,,,,4,"Tony Kemp called out on strikes.","R","L","R","OAK","LAA","S",,,0,1,2022,"-1.4","0.97","-0.32","2.61",,,,0,1,"Bot",,,,,545358,,,8.62757294918406,-140.82196377209797,-5.3154622587833655,-20.64480109896429,32.491446422704904,-18.208037609467695,"3.25","1.52",174,"75.1",36,"97.6",1882,"6.8",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.69",,,,,,,,6,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",223,"0","-0.046"
"FC","2022-10-05","89.3","-2.37","5.83","Ohtani, Shohei",643393,660271,,"called_strike",,,,,3,"Tony Kemp called out on strikes.","R","L","R","OAK","LAA","S",,,0,0,2022,"0.12","0.65","0.46","2.97",,,,0,1,"Bot",,,,,545358,,,6.790530830728231,-130.01437074347123,-2.4687911723624287,-0.024779537488396616,25.899183860731984,-24.44154296992021,"3.35","1.49",,,,"90.3",2242,"6.7",662421,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.76",,,,,,,,6,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",198,"0","-0.034"
"ST","2022-09-29","85.6","-2.52","5.75","Ohtani, Shohei",669127,660271,"field_out","hit_into_play",,,,,3,"Shea Langeliers grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","R","R","LAA","OAK","X",5,"ground_ball",3,2,2022,"0.98","0.69","0.35","3.33",,668843,660650,2,8,"Top",102.59,169.32,,,545358,,,4.830590081428019,-124.53234032061006,-0.7372781430272946,8.883226083343114,29.278709085037562,-25.128087314544373,"3.28","1.51",71,"78.8",4,"85.5",2611,"6.7",663420,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.84",0.266,0.258,"0",1,0,0,2,60,9,"Sweeper",4,0,0,4,0,4,0,4,"Standard","Standard",65,"0.018","-0.461"
"ST","2022-09-29","84.3","-2.58","5.64","Ohtani, Shohei",669127,660271,,"foul",,,,,9,"Shea Langeliers grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","R","R","LAA","OAK","S",,,3,2,2022,"1.47","0.22","0.32","1.62",,668843,660650,2,8,"Top",,,,,545358,,,3.851442721085575,-122.74723187247102,-3.395854385096089,14.013994023283736,24.88190272312529,-29.48077218702904,"3.28","1.51",3,"68.9",-34,"84.7",2641,"6.6",663420,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.93",,,,,,,,60,8,"Sweeper",4,0,0,4,0,4,0,4,"Standard","Standard",63,"0","0"
"ST","2022-09-29","84.7","-3.19","5.48","Ohtani, Shohei",669127,660271,,"ball",,,,,14,"Shea Langeliers grounds out, third baseman Luis Rengifo to first baseman Matt Duffy.","R","R","R","LAA","OAK","B",,,2,2,2022,"1.11","0.58","1.89","2.37",,668843,660650,2,8,"Top",,,,,545358,,,9.693855221730084,-122.99765735523904,-2.040319772757983,9.108617371398294,26.1539858717785,-26.056556064385404,"3.32","1.62",,,,"85",2425,"6.7",663420,660271,545358,622110,664058,650859,670869,666176,545361,621493,"53.75",,,,,,,,60,7,"Sweeper",4,0,0,4,0,4,0,4,"Standard","Standard",69,"0","0.104"
